year,geo,noc,hours_worked
2002,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",45.3
2003,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",46.2
2004,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",46.7
2005,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",49.1
2006,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",49.7
2007,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",50.4
2008,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",49.4
2009,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",49
2010,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",49.2
2011,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",49.7
2012,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",50.4
2013,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",50.4
2014,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",48.2
2015,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",46.9
2016,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",46.7
2017,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",45.9
2018,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",47.9
2019,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",47.8
2020,Saskatchewan,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",45.8
1987,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",34.1
1988,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",31.1
1989,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",36.4
1990,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",35.2
1991,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",36.2
1992,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",34.8
1993,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",33.9
1994,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",35.1
1995,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",35.7
1996,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",36.9
1997,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",34.9
1998,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",34.9
1999,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",37.1
2000,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",37.9
2001,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",40.1
2002,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",39.1
2003,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",39.4
2004,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",41
2005,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",41.1
2006,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",40.3
2007,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",42.2
2008,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",45.6
2009,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",39.9
2010,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",42.6
2011,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",45.3
2012,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",44
2013,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",43
2014,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",42
2015,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",40.5
2016,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",42.2
2017,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",43.4
2018,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",42.4
2019,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",42.6
2020,Saskatchewan,"Workers in natural resources, agriculture and related production [84]",43
1987,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",37.2
1988,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",39.7
1989,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",40.1
1990,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",41
1991,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",40.2
1992,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",37.3
1993,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",41
1994,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",39.1
1995,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",44.7
1996,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",43.2
1997,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",44
1998,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",40.4
1999,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",36.6
2000,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",39.2
2001,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",41.2
2002,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",40.9
2003,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",39.6
2004,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",42.7
2005,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",43.6
2006,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",45.4
2007,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",43.2
2008,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",43.8
2009,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",38.7
2010,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",41.1
2011,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",41.8
2012,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",39.8
2013,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",40.7
2014,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",44.9
2015,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",40.7
2016,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",38.5
2017,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",36.8
2018,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",40.8
2019,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",36.6
2020,Saskatchewan,"Harvesting, landscaping and natural resources labourers [86]",35.7
1987,Saskatchewan,Occupations in manufacturing and utilities [9],38.8
1988,Saskatchewan,Occupations in manufacturing and utilities [9],38.8
1989,Saskatchewan,Occupations in manufacturing and utilities [9],39.4
1990,Saskatchewan,Occupations in manufacturing and utilities [9],39.2
1991,Saskatchewan,Occupations in manufacturing and utilities [9],38.2
1992,Saskatchewan,Occupations in manufacturing and utilities [9],38.8
